city,country,lat,lng,population
Sumedang,Indonesia,-6.84,107.9208,1240000
Cần Thơ,Vietnam,10.0333,105.7833,1237300
Suwon,"Korea, South",37.2667,127.0167,1234300
Yiwu,China,29.3069,120.0753,1234015
Vasai-Virar,India,19.47,72.8,1221233
Campinas,Brazil,-22.9009,-47.0573,1213792
Dadukou,China,26.5824,101.7184,1212203
Lingcheng,China,22.708,110.354,1211637
Shuangyashan,China,46.6762,131.1416,1208803
Nizhniy Novgorod,Russia,56.3269,44.0075,1204985
Pānīpat,India,29.3875,76.97,1202811
Qom,Iran,34.64,50.8764,1201158
Mombasa,Kenya,-4.05,39.6667,1200000
Hargeysa,Somalia,9.56,44.065,1200000
Baidoa,Somalia,3.1167,43.65,1200000
Vārānasi,India,25.3189,83.0128,1198491
Hiroshima,Japan,34.3914,132.4519,1198021
Chiang Mai,Thailand,18.7953,98.9986,1198000
Belgrade,Serbia,44.8178,20.4569,1197714
Maiduguri,Nigeria,11.8372,13.1542,1197497
Kalleli,India,9.2807,76.8697,1197412
Batam Centre,Indonesia,1.1272,104.0556,1196396
Pingdu,China,36.7769,119.9884,1191348
Rongcheng,China,26.218,104.103,1189813
Mbandaka,Congo (Kinshasa),0.0478,18.2558,1187837
Xinyu,China,27.8186,114.9167,1186700
Doha,Qatar,25.2867,51.5333,1186023
Shymkent,Kazakhstan,42.3167,69.5958,1184113
Tripoli,Libya,32.8872,13.1914,1183000
Srīnagar,India,34.09,74.79,1180570
Nashville,United States,36.1715,-86.7842,1178679
Chelyabinsk,Russia,55.1547,61.3758,1177058
Aurangābād,India,19.88,75.32,1175116
Cilacap,Indonesia,-7.7167,109.017,1174964
Xinhualu,China,34.3964,113.7402,1172237
Salt Lake City,United States,40.7776,-111.9311,1169033
Guankou,China,28.1637,113.6433,1168056
Bandar Lampung,Indonesia,-5.45,105.2667,1166761
Dhanbād,India,23.7998,86.4305,1162472
Nay Pyi Taw,Burma,19.7475,96.115,1160242
Aba,Nigeria,5.1167,7.3667,1160000
Jingling,China,30.664,113.167,1158640
Zhuji,China,29.7167,120.2333,1157938
Tegucigalpa,Honduras,14.1057,-87.204,1157509
Kigali,Rwanda,-1.9536,30.0606,1156663
Samara,Russia,53.2028,50.1408,1156659
Yingtan,China,28.2721,117.0395,1154223
Edmonton,Canada,53.5344,-113.4903,1151635
Raleigh,United States,35.8324,-78.6429,1150010
Bishkek,Kyrgyzstan,42.8667,74.5667,1145044
Bujumbura,Burundi,-3.3833,29.3667,1143202
Guyuan,China,36.01,106.257,1142142
Leiyang,China,26.4223,112.8598,1140675
Krasnodar,Russia,45.0333,38.9667,1138654
Rostov,Russia,47.2225,39.71,1135968
Maputo,Mozambique,-25.9153,32.5764,1133200
Bukavu,Congo (Kinshasa),-2.5061,28.8608,1133000
Amritsar,India,31.64,74.86,1132383
Shagamu,Nigeria,6.8333,3.65,1132270
Alīgarh,India,27.88,78.08,1131160
Zhangye,China,38.9248,100.4499,1131016
Ufa,Russia,54.7261,55.9475,1128787
Santo Domingo,Dominican Republic,18.4764,-69.8933,1128678
Ulsan,"Korea, South",35.55,129.3167,1127553
Rongcheng,China,29.8402,112.9048,1120822
Tbilisi,Georgia,41.7225,44.7925,1118035
Guwāhāti,India,26.1722,91.7458,1116267
Fès,Morocco,34.0433,-5.0033,1112072
Yingchuan,China,34.142,113.489,1109782
Ninh Bình,Vietnam,20.25,105.8333,1106913
Yerevan,Armenia,40.1814,44.5144,1106300
Mwanza,Tanzania,-2.5167,32.9,1104521
Omsk,Russia,54.9833,73.3667,1104485
Mexicali,Mexico,32.6633,-115.4678,1102342
Sevilla,Spain,37.39,-5.99,1100000
Ikare,Nigeria,7.5167,5.75,1099931
Dingzhou,China,38.516,114.99,1095986
Tamale,Ghana,9.4075,-0.8533,1095808
Yuyao,China,30.05,121.15,1095000
Goiânia,Brazil,-16.6806,-49.2564,1093007
Krasnoyarsk,Russia,56.0089,92.8719,1092851
Cologne,Germany,50.9364,6.9528,1087353
Ubungo,Tanzania,-6.7889,39.2056,1086912
Yicheng,China,31.36,119.815,1082929
Richmond,United States,37.5295,-77.4756,1081248
Kisangani,Congo (Kinshasa),0.5167,25.2,1081000
Ezhou,China,30.3914,114.8949,1079353
Astana,Kazakhstan,51.1472,71.4222,1078362
Zhufeng,China,36,119.4167,1078178
Nezahualcóyotl,Mexico,19.4081,-99.0186,1077208
Nouakchott,Mauritania,18.0858,-15.9785,1077169
Hāora,India,22.58,88.3294,1077075
Tongjin,"Korea, South",37.2333,127.2,1076369
Rānchi,India,23.36,85.33,1073440
Ciudad Nezahualcóyotl,Mexico,19.4006,-99.0148,1072676
Gwalior,India,26.2125,78.1775,1069276
Ottawa,Canada,45.4247,-75.695,1068821
Haicheng,China,40.8824,122.6852,1067905
Jianguang,China,28.1958,115.7833,1065641
Goyang,"Korea, South",37.65,126.8,1061929
Sendai,Japan,38.2682,140.8694,1061177
Xibeijie,China,39.7334,98.4943,1055706
Chandīgarh,India,30.75,76.78,1055450
Voronezh,Russia,51.6717,39.2106,1051995
Managua,Nicaragua,12.1364,-86.2514,1051236
Zhongwei,China,37.5002,105.1968,1046000
Jiancheng,China,30.38,104.53,1045900
Mersin,Turkey,36.8,34.6333,1040507
Shouguang,China,36.857,118.791,1039205
Liangshi,China,27.26,111.7442,1038416
São Luís,Brazil,-2.53,-44.3028,1037775
Jodhpur,India,26.28,73.02,1033918
Memphis,United States,35.1087,-89.9663,1033394
Matola,Mozambique,-25.9667,32.4667,1032197
Ogbomoso,Nigeria,8.1333,4.25,1032000
Sanya,China,18.2533,109.5036,1031396
Rangapukur,Bangladesh,25.5206,89.2147,1031388
Ashgabat,Turkmenistan,37.9375,58.38,1030063
Enugu,Nigeria,6.5,7.5,1029400
Linhai,China,28.85,121.1167,1028813
Perm,Russia,58,56.3167,1026908
Shubrā al Khaymah,Egypt,30.1286,31.2422,1025569
Monrovia,Liberia,6.3133,-10.8014,1021762
Islamabad,Pakistan,33.6931,73.0639,1014825
Xinyi,China,22.3549,110.9468,1013900
Thủ Đức,Vietnam,10.8266,106.7609,1013795
Āqchah,Afghanistan,36.9114,66.1858,1012000
Odesa,Ukraine,46.492,30.7081,1010537
Raipur,India,21.2444,81.6306,1010087
Namangan,Uzbekistan,41.0011,71.6683,1010000
Changwon,"Korea, South",35.2708,128.6631,1009998
Arequipa,Peru,-16.3989,-71.5369,1008290
Tshikapa,Congo (Kinshasa),-6.4167,20.8,1006387
Volgograd,Russia,48.7086,44.5147,1004763
Morelia,Mexico,19.7683,-101.1894,1002461
Kota,India,25.18,75.83,1001694
Quetta,Pakistan,30.1833,67,1001205
Oklahoma City,United States,35.4676,-97.5136,1000207
Domaa-Ahenkro,Ghana,7.2739,-2.8735,1000000
Bareilly,India,28.3667,79.4306,1000000
Liaoyuan,China,42.888,125.1447,996903
Stockholm,Sweden,59.3275,18.0547,995574
Bordeaux,France,44.84,-0.58,994920
Taixing,China,32.159,120.029,990200
Lilongwe,Malawi,-13.9669,33.7873,989318
Port-au-Prince,Haiti,18.5425,-72.3386,987310
Esenyurt,Turkey,41.0342,28.68,983571
Pekanbaru,Indonesia,0.5092,101.4453,983356
Bogor,Indonesia,-6.5966,106.7972,982469
Ciudad Guayana,Venezuela,8.3667,-62.65,978202
Chiba,Japan,35.6073,140.1064,975014
Kirkuk,Iraq,35.4667,44.4,975000
Shuizhai,China,33.4658,114.8753,973197
Qianxi,China,27.0087,106.0323,970700
Hartford,United States,41.7661,-72.6834,969171
Dnipro,Ukraine,48.4675,35.04,968502
Baishan,China,41.944,126.4147,968373
Nārāyanganj,Bangladesh,23.6167,90.5,967951
Gqeberha,South Africa,-33.9581,25.6,967677
Huilong,China,31.87,121.703,967313
Málaga,Spain,36.7194,-4.42,967250
Marrakech,Morocco,31.63,-8.0089,966987
Louisville,United States,38.1663,-85.6485,965005
Cebu City,Philippines,10.32,123.75,964169
Asmara,Eritrea,15.3358,38.9411,963000
Coimbatore,India,11.0008,76.9633,959823
Maceió,Brazil,-9.6658,-35.735,957916
Nada,China,19.5209,109.5808,954259
Fangchenggang,China,21.6867,108.3547,953300
Solāpur,India,17.68,75.92,951558
Freetown,Sierra Leone,8.4833,-13.2331,951000
Kaiyuan,China,36.0193,113.86,950939
Buffalo,United States,42.9018,-78.8487,949547
Santo Domingo Este,Dominican Republic,18.4855,-69.8734,948855
Vientiane,Laos,17.98,102.63,948487
Kermānshāh,Iran,34.3369,47.0911,946651
Kibanseke Première,Congo (Kinshasa),-4.4419,15.395,946372
Seberang Jaya,Malaysia,5.3909,100.4104,946092
Sale,Morocco,34.0333,-6.8,945101
Hubli,India,15.3502,75.1376,943788
El Alto,Bolivia,-16.5047,-68.1633,943000
Çankaya,Turkey,39.9244,32.8856,942553
Hwasu-dong,"Korea, South",37.1997,126.8314,941489
Yingcheng,China,24.21,113.401,941325
Fort Worth,United States,32.7817,-97.3474,941311
Setagaya,Japan,35.6466,139.6532,940071
Keçiören,Turkey,40,32.8667,939279
Luocheng,China,22.7689,111.5697,936931
Jerusalem,Israel,31.7789,35.2256,936425
Khartoum North,Sudan,15.6333,32.6333,936349
Meishan,China,34.167,112.844,936000
Mushin,Nigeria,6.5333,3.35,935400
Trujillo,Peru,-8.112,-79.0288,935147
Kitakyūshū,Japan,33.8833,130.8833,935084
Aguascalientes,Mexico,21.876,-102.296,934424
Khulna,Bangladesh,22.8167,89.55,928891
Chihuahua,Mexico,28.6369,-106.0769,925762
Bridgeport,United States,41.1918,-73.1954,921660
Xin’an,China,34.286,118.355,920628
Mysore,India,12.3086,76.6531,920550
Kashgar,China,39.4681,75.9938,920000
Sŏngnam,"Korea, South",37.4333,127.15,918771
New Orleans,United States,30.0687,-89.9288,918752
Trichinopoly,India,10.7903,78.7047,916857
Cartagena,Colombia,10.4,-75.5,914552
Qingzhou,China,36.6853,118.4796,914047
Naples,Italy,40.8358,14.2486,913462
Santiago del Estero,Argentina,-27.7833,-64.2667,911506
Naucalpan de Juárez,Mexico,19.4753,-99.2378,910407
Masbate,Philippines,12.27,123.58,908920
Owerri,Nigeria,5.485,7.035,908109
Taishan,China,22.252,112.794,907744
Jiaozhou,China,36.2647,120.0334,907500
Wuchuan,China,21.441,110.779,907354
Wafangdian,China,39.6271,121.9796,905082
La Plata,Argentina,-34.9211,-57.9544,904789
Bobo-Dioulasso,Burkina Faso,11.1833,-4.2833,903887
Ad Dammām,Saudi Arabia,26.4333,50.1,903312
Hanchuan,China,30.6667,113.8333,903296
Quzhou,China,28.9702,118.8593,902767
Donetsk,Ukraine,48.0028,37.8053,901645
Ashmūn,Egypt,30.2974,30.9764,901191
Bunia,Congo (Kinshasa),1.5667,30.25,900666
Wuchang,China,44.924,127.158,897705
São Gonçalo,Brazil,-22.8269,-43.0539,896744
Hengzhou,China,22.6799,109.2614,896099
Feicheng,China,36.1861,116.7719,894115
Bucaramanga,Colombia,7.1333,-73,893040
Cazenga,Angola,-8.8214,13.2911,892401
Mérida,Mexico,20.9667,-89.6167,892363
Hegang,China,47.3501,130.298,891271
Osmangazi,Turkey,40.1983,29.06,891250
Morādābād,India,28.8319,78.7764,889810
Bangui,Central African Republic,4.3733,18.5628,889231
Abeokuta,Nigeria,7.1608,3.3483,888924
Cancún,Mexico,21.1606,-86.8475,888797
Zaoyang,China,32.129,112.772,888794
Dongtai,China,32.795,120.519,888410
Antipolo,Philippines,14.5842,121.1763,887399
Taguig City,Philippines,14.52,121.05,886722
Tabūk,Saudi Arabia,28.3972,36.5789,886036
Xishan,China,27.6461,113.497,885987
Zhoushan,China,29.9856,122.2074,882932
Panama City,Panama,8.9711,-79.5347,880691
Tucson,United States,32.1541,-110.8787,879871
Yichun,China,47.728,128.841,878881
As Sulaymānīyah,Iraq,35.55,45.4333,878146
Klang,Malaysia,3.0223,101.5481,878000
Tiruppūr,India,11.1085,77.3411,877778
Marseille,France,43.2964,5.37,877215
Gurgaon,India,28.456,77.029,876824
Yangchun,China,22.1704,111.7916,875896
Ar Ramādī,Iraq,33.4258,43.2992,874543
Hai’an,China,32.535,120.563,874334
Jalandhar,India,31.326,75.5762,873725
Daye,China,30.0961,114.9804,871214
Zhongxiang,China,31.168,112.588,868897
Gaomi,China,36.3833,119.75,868715
Teresina,Brazil,-5.0903,-42.8167,868075
Lhasa,China,29.6534,91.1719,867891
Ipoh,Malaysia,4.6,101.065,866772
Saltillo,Mexico,25.4231,-100.9919,864431
Aden,Yemen,12.8,45.0333,863000
El Paso,United States,31.8476,-106.43,862494
Gongzhuling,China,43.5053,124.8224,862313
Lianyuan,China,27.692,111.664,862099
Ikeja,Nigeria,6.6,3.35,861300
Tyumen,Russia,57.15,65.5333,861100
Cochabamba,Bolivia,-17.3883,-66.1597,856198
Portsmouth,United Kingdom,50.8058,-1.0872,855679
Southampton,United Kingdom,50.9025,-1.4042,855569
Hermosillo,Mexico,29.0989,-110.9542,855563
Cheongju,"Korea, South",36.6333,127.4833,852018
Shache,China,38.4261,77.25,851374
Thanh Hóa,Vietnam,19.8075,105.7764,850000
Macheng,China,31.173,115.008,849090
Akure,Nigeria,7.25,5.195,847903
Ilorin,Nigeria,8.5,4.55,847582
Erbil,Iraq,36.1911,44.0094,846000
Kathmandu,Nepal,27.71,85.32,845767
Turin,Italy,45.0792,7.6761,841600
Anqiu,China,36.478,119.219,840553
Yuci,China,37.6823,112.7281,840000
Dehui,China,44.535,125.703,839786
Pietermaritzburg,South Africa,-29.6167,30.3833,839327
Durban,South Africa,-29.8833,31.05,838634
Saratov,Russia,51.53,46.035,838042
Bhubaneshwar,India,20.27,85.84,837737
Yushu,China,44.826,126.55,836098
João Pessoa,Brazil,-7.12,-34.88,833932
Samarinda,Indonesia,-0.5,117.1378,831460
Omaha,United States,41.2627,-96.0529,826161
Qingping,China,34.539,113.391,826031
Rongjiawan,China,29.15,113.1024,826000
Weichanglu,China,37.1792,119.9333,824708
Sakai,Japan,34.5733,135.4831,824408
Eskişehir,Turkey,39.7767,30.5206,820568
Renqiu,China,38.686,116.084,816401
Wutong,China,30.6333,120.5333,815848
Barcelona,Venezuela,10.1403,-64.6833,815141
Wu’an,China,36.697,114.204,811631
São Bernardo do Campo,Brazil,-23.6939,-46.565,810729
McAllen,United States,26.2252,-98.2467,810034
Narela,India,28.85,77.1,809913
Bhayandar,India,19.29,72.85,809378
Culiacán,Mexico,24.8069,-107.3939,808416
N’Djamena,Chad,12.1053,15.0447,807000
Xiashi,China,30.5333,120.6833,806966
Cúcuta,Colombia,7.8942,-72.5039,806378
Danyang,China,32,119.586,806300
Dongyang,China,29.2667,120.2167,804398
Kraków,Poland,50.0614,19.9372,804237
Oran,Algeria,35.6969,-0.6331,803329
Pasig City,Philippines,14.5605,121.0765,803159
Thessaloníki,Greece,40.6403,22.9356,802572
Blantyre,Malawi,-15.7861,35.0058,800264
Palermo,Colombia,2.8917,-75.4375,800000
Qamdo,China,31.143,97.17,798067
Karīmnagar,India,18.4386,79.1288,797447
Libreville,Gabon,0.3901,9.4544,797003
Hejian,China,38.4466,116.0995,795198
Seyhan,Turkey,36.9831,35.3328,795012
Laiyang,China,36.9758,120.7136,794986
Querétaro,Mexico,20.5875,-100.3928,794789
Wuxi,China,26.58,111.841,791939
Yiyang,China,26.4221,112.3999,790676
Niigata,Japan,37.9161,139.0364,790646
Vinh,Vietnam,18.6667,105.6667,790000
Puxi,China,35.2125,114.735,789300
Hempstead,United States,40.6629,-73.6089,789177
Hamamatsu,Japan,34.7108,137.7275,788211
Zijinglu,China,34.7667,112.9667,785242
Kumila,Pakistan,35.25,73.5,784711
Xingyi,China,25.092,104.8955,783120
Xingcheng,China,24.1347,115.73,779411
Birmingham,United States,33.5279,-86.7971,778756
Ailan Mubage,China,43.908,81.2777,778047
Lubango,Angola,-14.9167,13.5,776249
Frankfurt,Germany,50.1106,8.6822,775790
Homs,Syria,34.7319,36.7181,775404
Bilbao,Spain,43.2569,-2.9236,775000
San Luis Potosí,Mexico,22.1511,-100.9761,772828
Bucheon,"Korea, South",37.5,126.7833,772450
Fuyang,China,30.0553,119.95,771000
Korla,China,41.7259,86.1746,770000
Khŭjand,Tajikistan,40.2833,69.6333,770000
Hamhŭng,"Korea, North",39.9167,127.5333,768551
Erzurum,Turkey,39.9086,41.2769,767848
Albuquerque,United States,35.1054,-106.6465,767499
Zagreb,Croatia,45.8131,15.9772,767131
Al ‘Ayn,United Arab Emirates,24.2075,55.7447,766936
Dodoma,Tanzania,-6.1731,35.7419,765179
Pikine,Senegal,14.744,-17.4021,764597
Patiāla,India,30.34,76.38,763280
Bahawalpur,Pakistan,29.3956,71.6836,762111
Qingnian,China,36.8494,115.7061,760781
Sanhe,China,40.0167,117.0833,760107
Kaduna,Nigeria,10.5167,7.4333,760084
Winnipeg,Canada,49.8844,-97.1464,758515
Baardheere,Somalia,2.3447,42.2764,755500
Shīshgarh,India,28.72,79.32,753815
Leping,China,28.978,117.152,753787
Colombo,Sri Lanka,6.9167,79.8333,752993
Nerima,Japan,35.7356,139.6517,752608
Natal,Brazil,-5.795,-35.2089,751300
Lichuan,China,30.291,108.9364,750670
Pendik,Turkey,40.8747,29.235,750435
Gdańsk,Poland,54.3475,18.6453,749786
Licheng,China,31.4306,119.4788,749522
Santo André,Brazil,-23.6533,-46.528,748919
Andijon,Uzbekistan,40.7833,72.3333,747800
Gaalkacyo,Somalia,6.7697,47.4308,745000
Ōta-ku,Japan,35.5614,139.7161,744849
Thiruvananthapuram,India,8.5241,76.9366,743691
Nampula,Mozambique,-15.1167,39.2667,743000
Zhuanghe,China,39.681,122.967,742496
Kyaukse,Burma,21.6131,96.1303,741071
Tulsa,United States,36.1283,-95.9042,740620
Chengguan,China,35.4623,113.8054,740435
Bağcılar,Turkey,41.0344,28.8564,740069
Bouaké,Côte d’Ivoire,7.6833,-5.0331,740000
Cabinda,Angola,-5.56,12.19,739182
Kumamoto,Japan,32.8031,130.7078,738385
Kermān,Iran,30.2625,57.0575,738374
Lingbao Chengguanzhen,China,34.5176,110.8942,736300
Orūmīyeh,Iran,37.5439,45.0647,736224
Quebec City,Canada,46.8139,-71.2081,733156
Taihe,China,30.871,105.388,732380
Yanggok,"Korea, South",37.6333,127.2167,732376
Zhongba,China,31.771,104.755,731343
Osogbo,Nigeria,7.7667,4.5667,731000
Sizhan,China,38.9846,106.3828,730400
Suohe,China,34.7833,113.35,730135
Xiangxiang,China,27.7186,112.5502,730103
Hamilton,Canada,43.2567,-79.8692,729560
Songyang,China,34.4553,113.0253,729332
Cagayan de Oro,Philippines,8.48,124.65,728402
Qian’an,China,39.999,118.701,728160
Shuangqiao,China,35.067,112.602,727265
Chaohucun,China,31.6244,117.8902,727162
Manama,Bahrain,26.2233,50.5875,727000
Zouping,China,36.863,117.743,726722
Charleston,United States,32.8168,-79.9687,726389
Uvira,Congo (Kinshasa),-3.4,29.15,726000
Durgāpur,India,23.55,87.32,726000
An Najaf,Iraq,32.029,44.3396,724700
Fresno,United States,36.783,-119.7939,724547
Cencheng,China,22.9167,111,724364
Umraniye,Turkey,41.0311,29.1081,723760
Sorocaba,Brazil,-23.5019,-47.4578,723574
Guli,China,28.9,120.0333,723490
Sagamihara,Japan,35.5667,139.3667,722973
Laixi,China,36.8667,120.5333,720103
Okayama,Japan,34.65,133.9167,720043
Concepción,Chile,-36.8282,-73.0514,719944
San Pedro Sula,Honduras,15.5062,-88.0249,719064
Mississauga,Canada,43.6,-79.65,717961
Changsha,China,22.3773,112.6982,717700
Lviv,Ukraine,49.8425,24.0322,717273
Shihezi,China,44.3054,86.0804,717000
Valenzuela,Philippines,14.7,120.98,714978
Huambo,Angola,-12.7767,15.7347,713134
Xichang,China,27.8944,102.2644,712434
Guangshui,China,31.617,113.826,710900
Zaporizhzhia,Ukraine,47.85,35.1175,710052
Bhiwandi,India,19.2967,73.0631,709665
Gaoyou,China,32.845,119.508,709572
Chengxiang,China,31.564,121.174,709500
Bhīlwāra,India,25.35,74.63,709483
Oslo,Norway,59.9133,10.7389,709037
George Town,Malaysia,5.4136,100.3294,708127
Bristol,United Kingdom,51.4536,-2.5975,707412
Zunhua,China,40.189,117.966,707047
Sahāranpur,India,29.9639,77.5458,705478
Yenimahalle,Turkey,39.9719,32.8119,704652
Warangal,India,17.9689,79.5941,704570
Nampo,"Korea, North",38.7356,125.4089,703317
Dasmariñas,Philippines,14.33,120.94,703141
Shiliguri,India,26.71,88.43,701489
Boosaaso,Somalia,11.28,49.18,700906
Parachinar,Pakistan,33.9,70.1,700000
Latakia,Syria,35.54,35.78,700000
Tongchuan,China,34.897,108.945,698322
Xindi,China,29.827,113.476,698188
Edogawa,Japan,35.7,139.8833,697932
General Santos,Philippines,6.12,125.17,697315
Ḩamāh,Syria,35.1503,36.73,696863
Rochester,United States,43.168,-77.6162,694707
Bauchi,Nigeria,10.5,10,693700
Salem,India,11.65,78.15,693236
Sinnūris,Egypt,29.4072,30.8667,692701
Cocody,Côte d’Ivoire,5.3351,-4.0039,692583
Lokoja,Nigeria,7.8019,6.7442,692050
Guadalupe,Mexico,25.6775,-100.2597,691931
Selçuklu,Turkey,37.8814,32.4922,690667
Karbalā’,Iraq,32.6167,44.0333,690100
Borvāyeh-ye Al Bū ‘Azīz,Iran,31.6283,48.6147,690000
City of Parañaque,Philippines,14.5008,120.9915,689992
Taihecun,China,45.771,131.003,689611
Mamak,Turkey,39.9422,32.9231,687535
Jianshe,China,34.2137,113.7629,687130
Zaragoza,Spain,41.65,-0.8833,686986
Shishi,China,24.7167,118.7,685930
Shizuoka,Japan,34.9756,138.3828,685589
Agege,Nigeria,6.6219,3.3258,683600
Mar del Plata,Argentina,-38,-57.55,682605
Adachi,Japan,35.7833,139.8,682326
Pontianak,Indonesia,-0.0206,109.3414,680880
Rasht,Iran,37.2744,49.5889,679995
Xigazê,China,29.25,88.8833,679771
Cotonou,Benin,6.3667,2.4333,679012
Tasikmalaya,Indonesia,-7.3161,108.1975,678027
Kochi,India,9.9312,76.2673,677381
Soledad,Colombia,10.9167,-74.75,676014
Shanhu,China,29.6,120.8167,675226
Gothenburg,Sweden,57.7075,11.9675,674529
Acapulco de Juárez,Mexico,16.8636,-99.8825,673478
Gorakhpur,India,26.7637,83.4039,673446
Bahār,Iran,34.9078,48.4394,673405
Wrocław,Poland,51.11,17.0325,672929
Murcia,Spain,37.9861,-1.1303,672773
Pinghu,China,30.7,121.0167,671326
Guankou,China,30.988,103.647,671200
Łódź,Poland,51.7769,19.4547,670642
Yatou,China,37.1653,122.4867,670251
Denpasar,Indonesia,-8.6717,115.2339,670210
Guntūr,India,16.3008,80.4428,670073
Tolyatti,Russia,53.5089,49.4222,667956
Dayton,United States,39.7805,-84.2003,667936
Ch’ŏngjin,"Korea, North",41.7833,129.7667,667929
Zhaodong,China,46.051,125.962,666532
Puyang Chengguanzhen,China,35.7004,114.98,666322
Bulawayo,Zimbabwe,-20.17,28.58,665952
Aracaju,Brazil,-10.9111,-37.0717,664908
Bacoor,Philippines,14.4624,120.9645,664625
Rotterdam,Netherlands,51.92,4.48,664311
Tlaquepaque,Mexico,20.6167,-103.3167,664193
Villavicencio,Colombia,4.15,-73.6333,664148
Campo Grande,Brazil,-20.4686,-54.6222,663621
Jingcheng,China,32.009,120.263,663408
Makhachkala,Russia,42.9825,47.505,662660
Banjarmasin,Indonesia,-3.32,114.5925,662230
Kitwe,Zambia,-12.8167,28.2,661901
Catia La Mar,Venezuela,10.6,-67.0333,661897
Nneyi-Umuleri,Nigeria,6.3333,6.8333,660821
Al Hufūf,Saudi Arabia,25.3608,49.5997,660788
Dali,China,25.6811,100.3003,660300
Jalingo,Nigeria,8.9,11.3667,660213
Sargodha,Pakistan,32.0836,72.6711,659862
Karaikandi,India,24.8309,92.6143,659260
Ch’ŏnan,"Korea, South",36.81,127.1475,656583
Brampton,Canada,43.6833,-79.7667,656480
Cape Coral,United States,26.6443,-81.9957,656464
Haldwāni,India,29.22,79.52,656000
Abomey-Calavi,Benin,6.4486,2.3556,655965
Yıldırım,Turkey,40.11,29.0821,655856
Dhūlia,India,20.8997,74.7697,655603
Zhongshu,China,27.7919,106.4013,655300
